iter	Logloss
352	0.2461657508
353	0.2461282316
354	0.2459700423
355	0.2458371033
356	0.2457720152
357	0.2457259974
358	0.2455972306
359	0.2454492019
360	0.2453734297
361	0.2453228923
362	0.2452787351
363	0.2451446453
364	0.2450947177
365	0.2449566114
366	0.2448376551
367	0.2447573246
368	0.2446805038
369	0.2446192809
370	0.2444195139
371	0.2442340227
372	0.2441145897
373	0.2440505622
374	0.2438409478
375	0.2437970062
376	0.2437065849
377	0.2436077973
378	0.2435073062
379	0.2433895047
380	0.2432027724
381	0.243062652
382	0.2428890694
383	0.2427835292
384	0.2426959171
385	0.2426303825
386	0.2425389677
387	0.2424421169
388	0.2422255539
389	0.242176617
390	0.242122886
391	0.2418798349
392	0.2418209698
393	0.241741213
394	0.2415799223
395	0.2414919075
396	0.2413703567
397	0.2412070101
398	0.2411175559
399	0.2410273161
400	0.2408718025
401	0.2408266714
402	0.2407703081
403	0.2406813999
404	0.2404934149
405	0.2403993964
406	0.2402372748
407	0.2400470081
408	0.2399712317
409	0.2399247089
410	0.2398308779
411	0.2396346088
412	0.2395887051
413	0.2394695417
414	0.2393644577
415	0.2391625107
416	0.2390755979
417	0.2389300745
418	0.2388505801
419	0.2387228592
420	0.2385880813
421	0.2385125699
422	0.2384447896
423	0.2383941733
424	0.2382605526
425	0.2381934139
426	0.2381293649
427	0.2379005147
428	0.2377315845
429	0.2376358416
430	0.2374763804
431	0.2373794098
432	0.2372305503
433	0.2371276127
434	0.2369905062
435	0.2369273317
436	0.2368128955
437	0.2367547707
438	0.2365481208
439	0.2364017555
440	0.2362513958
441	0.2361946916
442	0.2360912117
443	0.2360167581
444	0.2359391738
445	0.2358527514
446	0.2357938594
447	0.2356527404
448	0.2356160085
449	0.2355117931
450	0.2354146994
451	0.2353236155
452	0.2351887933
453	0.2350769779
454	0.2349736862
455	0.2349024652
456	0.2347945767
457	0.2346711051
458	0.2345068232
459	0.234357914
460	0.2342377212
461	0.2341068007
462	0.2339911613
463	0.2339140239
464	0.233839051
465	0.2337793198
466	0.2336428531
467	0.2335824794
468	0.2334654246
469	0.2333906096
470	0.2333332739
471	0.2332307386
472	0.2330933377
473	0.2329889431
474	0.2328246393
475	0.2327158058
476	0.2326184637
477	0.2324831313
478	0.2323606591
479	0.2322741267
480	0.2321351159
481	0.2320566888
482	0.2319624805
483	0.2318370788
484	0.2317327935
485	0.2316118387
486	0.2315188071
487	0.2313949367
488	0.231274023
489	0.2311415944
490	0.2310312404
491	0.2309555311
492	0.2308278243
493	0.2307225338
494	0.230641035
495	0.2305081131
496	0.2304498557
497	0.2303268341
498	0.2301839639
499	0.2300218676
500	0.2299245011
501	0.2298676693
502	0.2297551773
503	0.2297291077
504	0.2295889654
505	0.2294949414
506	0.2294148604
507	0.2292724064
508	0.2292098983
509	0.2291059674
510	0.2290307914
511	0.2289237843
512	0.2287965469
513	0.2286950467
514	0.2286526646
515	0.2285589308
516	0.2284744151
517	0.2283721988
518	0.2282387916
519	0.228151678
520	0.228028905
521	0.227884921
522	0.2278159727
523	0.2277144311
524	0.2275976029
525	0.2275349882
526	0.2274506455
527	0.2273157225
528	0.2272004907
529	0.2271345863
530	0.2270581128
531	0.2269533067
532	0.2268434946
533	0.2267454639
534	0.2266461282
535	0.2265849223
536	0.2264079285
537	0.2263584258
538	0.226230783
539	0.2261588393
540	0.2261115688
541	0.2260533811
542	0.2259692487
543	0.2258788404
544	0.2257878186
545	0.2256556926
546	0.2255285373
547	0.2254637347
548	0.2254148261
549	0.2253146484
550	0.2252124037
551	0.2251127573
552	0.2250072324
553	0.2249303503
554	0.224838717
555	0.2247439365
556	0.2246236557
557	0.22448233
558	0.2244018701
559	0.2243146357
560	0.2242057241
561	0.2241447787
562	0.2240478891
563	0.224002295
564	0.2239431603
565	0.2238505065
566	0.2238058087
567	0.2236838428
568	0.2236040026
569	0.2235105994
570	0.2234195046
571	0.2232619087
572	0.2232169671
573	0.2231368343
574	0.2230151528
575	0.2228999272
576	0.222754676
577	0.2226678281
578	0.2226011734
579	0.2225341696
580	0.2224194591
581	0.2223732686
582	0.222311572
583	0.2222249612
584	0.2221241522
585	0.2219949186
586	0.2218664891
587	0.2217889593
588	0.2216798461
589	0.2215929328
590	0.2215048578
591	0.2213804168
592	0.2212956484
593	0.2212391106
594	0.2211503436
595	0.2210684204
596	0.2210199759
597	0.2209686291
598	0.220884456
599	0.2207625217
600	0.2206487764
601	0.2205867159
602	0.2205474436
603	0.2204862891
604	0.2204094473
605	0.2203247431
606	0.2202360227
607	0.2201040139
608	0.2200439266
609	0.2199800961
610	0.2198985976
611	0.2198596058
612	0.2197370046
613	0.2196234337
614	0.2195466975
615	0.2194764855
616	0.2194219303
617	0.2192811151
618	0.2191985658
619	0.2191638757
620	0.2190718938
621	0.2189990075
622	0.2189243656
623	0.2188365684
624	0.2187536116
625	0.2186614579
626	0.218607988
627	0.2185233244
628	0.2183883576
629	0.2182720405
630	0.2182290916
631	0.2181715265
632	0.2180902395
633	0.2180256821
634	0.2179565845
635	0.2178275421
636	0.2177202441
637	0.2175839396
638	0.217536237
639	0.2174253923
640	0.217349373
641	0.2172561392
642	0.2172025431
643	0.2170980201
644	0.2170570812
645	0.2169469781
646	0.2168723744
647	0.2167845152
648	0.2166941691
649	0.2166431612
650	0.2165729809
651	0.2164703718
652	0.2163743435
653	0.2162725945
654	0.2162283277
655	0.2161735594
656	0.2160903084
657	0.2160406977
658	0.2159813018
659	0.2158820669
660	0.2157891702
661	0.2157082632
662	0.2156229799
663	0.2155449581
664	0.2154645921
665	0.2153955185
666	0.2153514625
667	0.2152814854
668	0.2152286604
669	0.2151606302
670	0.2150744934
671	0.2149716668
672	0.2149132331
673	0.2148174695
674	0.21477135
675	0.2146901311
676	0.2146421868
677	0.2145356161
678	0.2144077437
679	0.2143417405
680	0.2142377107
681	0.2141838784
682	0.2141417419
683	0.2140668037
684	0.2140083296
685	0.2139176358
686	0.2138648371
687	0.213772388
688	0.2136482702
689	0.2135949321
690	0.2135391967
691	0.2134758288
692	0.2134113985
693	0.2133419955
694	0.2132567003
695	0.2131752503
696	0.2130869913
697	0.2130062391
698	0.2129740446
699	0.2128892777
700	0.2128285268
701	0.2127536017
702	0.2126764208
703	0.2126289756
704	0.2125554221
705	0.2124795759
706	0.212417492
707	0.2123012449
708	0.2122331446
709	0.2121817652
710	0.2120796806
711	0.2120196157
712	0.2119253774
713	0.2118518063
714	0.2117985494
715	0.2117234658
716	0.2116857834
717	0.2116237271
718	0.2115627796
719	0.2114941155
720	0.2114043491
721	0.2113293972
722	0.2112521355
723	0.2111953842
724	0.2111299581
725	0.2110463875
726	0.2110066985
727	0.2109683391
728	0.2108589418
729	0.2108189184
730	0.2107505243
731	0.2106968928
732	0.2105866278
733	0.210536442
734	0.210477431
735	0.210417427
736	0.210368577
737	0.210281475
738	0.2102123631
739	0.2101851195
740	0.2100975286
741	0.2100131392
742	0.2098793439
743	0.2098111891
744	0.2097423826
745	0.2096670758
746	0.2095716905
747	0.2095030314
748	0.2094446153
749	0.2093721836
750	0.2093114091
751	0.2092775946
752	0.2092012223
753	0.2091065793
754	0.2090420042
755	0.2089923985
756	0.2089059952
757	0.2088316138
758	0.2086860252
759	0.2086369488
760	0.2085872483
761	0.2084546512
762	0.2083518693
763	0.2083144752
764	0.2082109831
765	0.2081283384
766	0.2079817485
767	0.2079195794
768	0.2078473195
769	0.2077760194
770	0.207656057
771	0.2076065041
772	0.2075487065
773	0.2074825881
774	0.207426417
775	0.2073581095
776	0.2073370473
777	0.2072731632
778	0.2072357813
779	0.207137258
780	0.2070763069
781	0.2069763034
782	0.2069261907
783	0.2068610534
784	0.2068068914
785	0.2067333858
786	0.2066805757
787	0.2066331587
788	0.206557363
789	0.2065363657
790	0.2064994265
791	0.2064356973
792	0.2063701387
793	0.2063119002
794	0.2062885791
795	0.2062428253
796	0.2061753228
797	0.2061008028
798	0.2060554216
799	0.2059931534
800	0.2059322071
801	0.2058637318
802	0.2058013569
803	0.2057585018
804	0.2056730711
805	0.2056155365
806	0.2055557035
807	0.2055326177
808	0.205449131
809	0.2053789738
810	0.2053097476
811	0.2052578005
812	0.2051956036
813	0.2051208453
814	0.2050593674
815	0.2049671391
816	0.2049035895
817	0.204807617
818	0.2047397089
819	0.2046652614
820	0.2046021464
821	0.2045352828
822	0.2044664259
823	0.2043952797
824	0.2043538166
825	0.2042547437
826	0.2041662167
827	0.2041297497
828	0.2040650428
829	0.2039860261
830	0.2038987038
831	0.2037379863
832	0.2036729822
833	0.2036121311
834	0.2035669366
835	0.2034963789
836	0.2034782656
837	0.203377937
838	0.2033140933
839	0.2032578411
840	0.2032254036
841	0.2031434797
842	0.2031237344
843	0.2030888106
844	0.2030133765
845	0.202954927
846	0.2028717682
847	0.2028298231
848	0.2027348027
849	0.2026487464
850	0.2025689109
851	0.2024969163
852	0.2024178878
853	0.2023575945
854	0.202245754
855	0.2021364971
856	0.202081336
857	0.2019995331
858	0.2018632958
859	0.2017849761
860	0.2017088743
861	0.2016629491
862	0.201585316
863	0.2015344205
864	0.2014962707
865	0.2014238733
866	0.2013742235
867	0.2013252305
868	0.2013134248
869	0.2012027199
870	0.2011332012
871	0.2010599174
872	0.20102309
873	0.2009689086
874	0.2009380518
875	0.2009165395
876	0.2008649873
877	0.2008204604
878	0.2007425963
879	0.200699409
880	0.2006474982
881	0.200583721
882	0.2005318746
883	0.2004844256
884	0.2004656807
885	0.2003779954
886	0.2003161082
887	0.2002787114
888	0.2002227294
889	0.2001805582
890	0.2000702666
891	0.200028335
892	0.1999695275
893	0.1999013635
894	0.1998399663
895	0.199758388
896	0.1996960624
897	0.1996385767
898	0.1995379225
899	0.1994915977
900	0.199427508
901	0.1994097551
902	0.1993475703
903	0.1993295963
904	0.1992479907
905	0.1991593117
906	0.1991280433
907	0.1990858335
908	0.1990745644
909	0.1990177541
910	0.1989367748
911	0.1989111746
912	0.1988612602
913	0.1987771914
914	0.1987242376
915	0.198649331
916	0.1986236101
917	0.1985679009
918	0.1985228477
919	0.1984650914
920	0.1983918156
921	0.1983392104
922	0.198262095
923	0.1982114169
924	0.1981726131
925	0.1981194442
926	0.1980787004
927	0.1980080939
928	0.1979616186
929	0.1979500753
930	0.1979101684
931	0.1978499563
932	0.1978092469
933	0.1977795698
934	0.1977358613
935	0.1976751999
936	0.1976039315
937	0.1975506858
938	0.197465476
939	0.1974158384
940	0.1973680954
941	0.1972935346
942	0.1971847367
943	0.1971108373
944	0.1970389115
945	0.1969768381
946	0.1969347288
947	0.1968946326
948	0.1968494573
949	0.1967815508
950	0.1967006479
951	0.1966810925
952	0.1966328005
953	0.1965755208
954	0.1965166737
955	0.1964506152
956	0.1964001702
957	0.196376304
958	0.1963419057
959	0.1963036337
960	0.1962641266
961	0.1962089152
962	0.1961436813
963	0.1960897919
964	0.1960545694
965	0.1960260674
966	0.1959599211
967	0.195896226
968	0.1957958242
969	0.1957503833
970	0.1956941783
971	0.1956523209
972	0.1956087441
973	0.1955146685
974	0.1954615554
975	0.1953878329
976	0.1953498735
977	0.1953000701
978	0.1952390281
979	0.1951877795
980	0.1951588922
981	0.1950999787
982	0.1950459407
983	0.1949723022
984	0.1949066012
985	0.1948707572
986	0.1948213499
987	0.1947662911
988	0.1947051002
989	0.1946530929
990	0.1945995978
991	0.1945439317
992	0.1944769671
993	0.1943972647
994	0.1943354606
995	0.1943081765
996	0.1942479926
997	0.1942063499
998	0.1941212287
999	0.1940764641
